Platform,Region,Instance,On.Demand_Hour,No.UP.1Y_Month,Part.UP.1Y_UP,Part.UP.1Y_Month,All.UP.1Y_UP,Part.UP.3Y_UP,Part.UP.3Y_Month,All.UP.3Y_UP
SLES,US West (Oregon),c4.8xlarge,$1.856 per Hour,1004.48,5232,432.16,10208,9552,268.64,18064
RHEL,US West (Oregon),c3.8xlarge,$1.680 per Hour,852.64,5216,304.41,8691,8126,262.07,16506
SLES,US West (Oregon),m3.xlarge,$0.280 per Hour,146,886,54.02,1503,1345,43.8,2746
SLES,US West (Oregon),c3.8xlarge,$1.680 per Hour,852.64,5216,304.41,8691,8126,262.07,16506
Windows,US West (Oregon),c3.xlarge,$0.210 per Hour,106.58,652,38.69,1093,1016,32.85,2066
RHEL,US West (Oregon),hs1.8xlarge,$4.600 per Hour,1879.02,11213,671.6,18886,16924,554.8,34682
Windows,US West (Oregon),c3.2xlarge,$0.420 per Hour,213.16,1304,75.92,2170,2031,65.7,4132
SLES,US West (Oregon),c4.4xlarge,$0.928 per Hour,502.24,2616,216.08,5104,4776,134.32,9032
Linux,US West (Oregon),hs1.8xlarge,$4.600 per Hour,1879.02,11213,671.6,18886,16924,554.8,34682
RHEL,US West (Oregon),r3.xlarge,$0.350 per Hour,160.6,1082,48.18,1626,2066,37.96,3226
SLES,US West (Oregon),r3.xlarge,$0.350 per Hour,160.6,1082,48.18,1626,2066,37.96,3226
Windows with SQL Standard,US West (Oregon),i2.8xlarge,$6.820 per Hour,2476.16,14560,906.66,24931,21920,703.72,44418
Linux,US West (Oregon),c4.2xlarge,$0.464 per Hour,251.12,1308,108.04,2552,2388,67.16,4516
Linux,US West (Oregon),i2.4xlarge,$3.410 per Hour,1238.08,7280,453.33,12465,10960,351.86,22209
Windows with SQL Web,US West (Oregon),t2.micro,$0.013 per Hour,6.57,51,2.19,75,109,1.46,151
SLES,US West (Oregon),r3.2xlarge,$0.700 per Hour,321.2,2164,96.36,3253,4132,75.92,6453
Windows with SQL Standard,US West (Oregon),c3.large,$0.105 per Hour,53.29,326,18.98,542,508,16.06,1020
Windows,US West (Oregon),c3.large,$0.105 per Hour,53.29,326,18.98,542,508,16.06,1020
Windows,US West (Oregon),t2.micro,$0.013 per Hour,6.57,51,2.19,75,109,1.46,151
RHEL,US West (Oregon),t2.micro,$0.013 per Hour,6.57,51,2.19,75,109,1.46,151
Windows with SQL Standard,US West (Oregon),c3.8xlarge,$1.680 per Hour,852.64,5216,304.41,8691,8126,262.07,16506
Windows with SQL Web,US West (Oregon),m3.2xlarge,$0.560 per Hour,292,1772,106.58,2989,2691,87.6,5493
Windows,US West (Oregon),r3.large,$0.175 per Hour,80.3,541,24.09,813,1033,18.98,1613
Windows with SQL Standard,US West (Oregon),r3.8xlarge,$2.800 per Hour,1284.8,8656,385.44,13015,16528,303.68,25812
Windows with SQL Web,US West (Oregon),g2.2xlarge,$0.650 per Hour,346.02,2306,103.66,3478,6307,43.8,7410
SLES,US West (Oregon),i2.4xlarge,$3.410 per Hour,1238.08,7280,453.33,12465,10960,351.86,22209
Windows with SQL Web,US West (Oregon),c4.8xlarge,$1.856 per Hour,1004.48,5232,432.16,10208,9552,268.64,18064
Windows,US West (Oregon),g2.2xlarge,$0.650 per Hour,346.02,2306,103.66,3478,6307,43.8,7410
SLES,US West (Oregon),t2.micro,$0.013 per Hour,6.57,51,2.19,75,109,1.46,151
Windows with SQL Standard,US West (Oregon),i2.4xlarge,$3.410 per Hour,1238.08,7280,453.33,12465,10960,351.86,22209
Windows with SQL Web,US West (Oregon),r3.2xlarge,$0.700 per Hour,321.2,2164,96.36,3253,4132,75.92,6453
Windows with SQL Web,US West (Oregon),m3.medium,$0.070 per Hour,36.5,222,13.14,372,337,10.95,687
Windows with SQL Web,US West (Oregon),r3.4xlarge,$1.400 per Hour,642.4,4328,192.72,6507,8264,151.84,12906
Windows,US West (Oregon),r3.xlarge,$0.350 per Hour,160.6,1082,48.18,1626,2066,37.96,3226
Linux,US West (Oregon),t2.micro,$0.013 per Hour,6.57,51,2.19,75,109,1.46,151
Linux,US West (Oregon),t2.medium,$0.052 per Hour,26.28,204,8.76,302,436,5.84,607
Windows with SQL Web,US West (Oregon),m3.xlarge,$0.280 per Hour,146,886,54.02,1503,1345,43.8,2746
Windows,US West (Oregon),c4.xlarge,$0.232 per Hour,125.56,654,54.02,1276,1194,33.58,2258
Windows with SQL Standard,US West (Oregon),t2.small,$0.026 per Hour,13.14,102,4.38,151,218,2.92,303
Windows with SQL Standard,US West (Oregon),c4.8xlarge,$1.856 per Hour,1004.48,5232,432.16,10208,9552,268.64,18064
SLES,US West (Oregon),g2.2xlarge,$0.650 per Hour,346.02,2306,103.66,3478,6307,43.8,7410
Linux,US West (Oregon),c4.xlarge,$0.232 per Hour,125.56,654,54.02,1276,1194,33.58,2258
RHEL,US West (Oregon),r3.4xlarge,$1.400 per Hour,642.4,4328,192.72,6507,8264,151.84,12906
SLES,US West (Oregon),r3.8xlarge,$2.800 per Hour,1284.8,8656,385.44,13015,16528,303.68,25812
SLES,US West (Oregon),r3.large,$0.175 per Hour,80.3,541,24.09,813,1033,18.98,1613
Windows with SQL Web,US West (Oregon),c3.large,$0.105 per Hour,53.29,326,18.98,542,508,16.06,1020
Windows,US West (Oregon),i2.2xlarge,$1.705 per Hour,619.04,3640,227.03,6237,5480,175.93,11104
Windows,US West (Oregon),m3.large,$0.140 per Hour,73,443,27.01,751,673,21.9,1373
Windows with SQL Web,US West (Oregon),i2.8xlarge,$6.820 per Hour,2476.16,14560,906.66,24931,21920,703.72,44418
Windows with SQL Web,US West (Oregon),c4.large,$0.116 per Hour,62.78,327,27.01,638,597,16.79,1129
Windows with SQL Standard,US West (Oregon),r3.xlarge,$0.350 per Hour,160.6,1082,48.18,1626,2066,37.96,3226
Windows,US West (Oregon),c4.8xlarge,$1.856 per Hour,1004.48,5232,432.16,10208,9552,268.64,18064
Windows with SQL Web,US West (Oregon),c3.8xlarge,$1.680 per Hour,852.64,5216,304.41,8691,8126,262.07,16506
Windows with SQL Web,US West (Oregon),c4.xlarge,$0.232 per Hour,125.56,654,54.02,1276,1194,33.58,2258
Windows,US West (Oregon),c4.2xlarge,$0.464 per Hour,251.12,1308,108.04,2552,2388,67.16,4516
RHEL,US West (Oregon),i2.xlarge,$0.853 per Hour,309.52,1820,113.15,3114,2740,88.33,5564
SLES,US West (Oregon),c3.xlarge,$0.210 per Hour,106.58,652,38.69,1093,1016,32.85,2066
Windows with SQL Web,US West (Oregon),t2.medium,$0.052 per Hour,26.28,204,8.76,302,436,5.84,607
RHEL,US West (Oregon),m3.medium,$0.070 per Hour,36.5,222,13.14,372,337,10.95,687
SLES,US West (Oregon),r3.4xlarge,$1.400 per Hour,642.4,4328,192.72,6507,8264,151.84,12906
Windows,US West (Oregon),i2.8xlarge,$6.820 per Hour,2476.16,14560,906.66,24931,21920,703.72,44418
Windows with SQL Web,US West (Oregon),c4.2xlarge,$0.464 per Hour,251.12,1308,108.04,2552,2388,67.16,4516
SLES,US West (Oregon),m3.large,$0.140 per Hour,73,443,27.01,751,673,21.9,1373
Windows with SQL Standard,US West (Oregon),c4.2xlarge,$0.464 per Hour,251.12,1308,108.04,2552,2388,67.16,4516
Linux,US West (Oregon),t2.small,$0.026 per Hour,13.14,102,4.38,151,218,2.92,303
Windows with SQL Web,US West (Oregon),c3.2xlarge,$0.420 per Hour,213.16,1304,75.92,2170,2031,65.7,4132
Windows with SQL Standard,US West (Oregon),m3.xlarge,$0.280 per Hour,146,886,54.02,1503,1345,43.8,2746
RHEL,US West (Oregon),c4.4xlarge,$0.928 per Hour,502.24,2616,216.08,5104,4776,134.32,9032
RHEL,US West (Oregon),t2.small,$0.026 per Hour,13.14,102,4.38,151,218,2.92,303
Windows with SQL Standard,US West (Oregon),i2.2xlarge,$1.705 per Hour,619.04,3640,227.03,6237,5480,175.93,11104
Linux,US West (Oregon),c4.large,$0.116 per Hour,62.78,327,27.01,638,597,16.79,1129
Windows,US West (Oregon),c3.8xlarge,$1.680 per Hour,852.64,5216,304.41,8691,8126,262.07,16506
RHEL,US West (Oregon),c3.4xlarge,$0.840 per Hour,426.32,2608,152.57,4350,4063,131.4,8265
Windows with SQL Web,US West (Oregon),t2.small,$0.026 per Hour,13.14,102,4.38,151,218,2.92,303
Linux,US West (Oregon),m3.medium,$0.070 per Hour,36.5,222,13.14,372,337,10.95,687
RHEL,US West (Oregon),i2.4xlarge,$3.410 per Hour,1238.08,7280,453.33,12465,10960,351.86,22209
Windows with SQL Web,US West (Oregon),r3.8xlarge,$2.800 per Hour,1284.8,8656,385.44,13015,16528,303.68,25812
Windows with SQL Web,US West (Oregon),m3.large,$0.140 per Hour,73,443,27.01,751,673,21.9,1373
Linux,US West (Oregon),r3.4xlarge,$1.400 per Hour,642.4,4328,192.72,6507,8264,151.84,12906
Windows with SQL Web,US West (Oregon),i2.4xlarge,$3.410 per Hour,1238.08,7280,453.33,12465,10960,351.86,22209
Linux,US West (Oregon),c3.8xlarge,$1.680 per Hour,852.64,5216,304.41,8691,8126,262.07,16506
SLES,US West (Oregon),c4.large,$0.116 per Hour,62.78,327,27.01,638,597,16.79,1129
RHEL,US West (Oregon),r3.8xlarge,$2.800 per Hour,1284.8,8656,385.44,13015,16528,303.68,25812
RHEL,US West (Oregon),c4.xlarge,$0.232 per Hour,125.56,654,54.02,1276,1194,33.58,2258
SLES,US West (Oregon),i2.8xlarge,$6.820 per Hour,2476.16,14560,906.66,24931,21920,703.72,44418
RHEL,US West (Oregon),c4.2xlarge,$0.464 per Hour,251.12,1308,108.04,2552,2388,67.16,4516
Linux,US West (Oregon),r3.large,$0.175 per Hour,80.3,541,24.09,813,1033,18.98,1613
SLES,US West (Oregon),i2.2xlarge,$1.705 per Hour,619.04,3640,227.03,6237,5480,175.93,11104
Linux,US West (Oregon),c3.xlarge,$0.210 per Hour,106.58,652,38.69,1093,1016,32.85,2066
Windows,US West (Oregon),r3.8xlarge,$2.800 per Hour,1284.8,8656,385.44,13015,16528,303.68,25812
Windows with SQL Standard,US West (Oregon),r3.large,$0.175 per Hour,80.3,541,24.09,813,1033,18.98,1613
Linux,US West (Oregon),g2.2xlarge,$0.650 per Hour,346.02,2306,103.66,3478,6307,43.8,7410
Windows with SQL Standard,US West (Oregon),c3.4xlarge,$0.840 per Hour,426.32,2608,152.57,4350,4063,131.4,8265
Windows with SQL Web,US West (Oregon),hs1.8xlarge,$4.600 per Hour,1879.02,11213,671.6,18886,16924,554.8,34682
Windows with SQL Standard,US West (Oregon),hs1.8xlarge,$4.600 per Hour,1879.02,11213,671.6,18886,16924,554.8,34682
Linux,US West (Oregon),r3.2xlarge,$0.700 per Hour,321.2,2164,96.36,3253,4132,75.92,6453
RHEL,US West (Oregon),c4.8xlarge,$1.856 per Hour,1004.48,5232,432.16,10208,9552,268.64,18064
SLES,US West (Oregon),c3.large,$0.105 per Hour,53.29,326,18.98,542,508,16.06,1020
Windows,US West (Oregon),m3.medium,$0.070 per Hour,36.5,222,13.14,372,337,10.95,687
Linux,US West (Oregon),c3.large,$0.105 per Hour,53.29,326,18.98,542,508,16.06,1020
SLES,US West (Oregon),c3.2xlarge,$0.420 per Hour,213.16,1304,75.92,2170,2031,65.7,4132
Windows with SQL Standard,US West (Oregon),t2.micro,$0.013 per Hour,6.57,51,2.19,75,109,1.46,151
Windows,US West (Oregon),t2.small,$0.026 per Hour,13.14,102,4.38,151,218,2.92,303
Windows with SQL Standard,US West (Oregon),c4.4xlarge,$0.928 per Hour,502.24,2616,216.08,5104,4776,134.32,9032
Windows with SQL Standard,US West (Oregon),r3.4xlarge,$1.400 per Hour,642.4,4328,192.72,6507,8264,151.84,12906
SLES,US West (Oregon),c3.4xlarge,$0.840 per Hour,426.32,2608,152.57,4350,4063,131.4,8265
SLES,US West (Oregon),t2.medium,$0.052 per Hour,26.28,204,8.76,302,436,5.84,607
Windows with SQL Standard,US West (Oregon),c4.xlarge,$0.232 per Hour,125.56,654,54.02,1276,1194,33.58,2258
SLES,US West (Oregon),hs1.8xlarge,$4.600 per Hour,1879.02,11213,671.6,18886,16924,554.8,34682
SLES,US West (Oregon),m3.2xlarge,$0.560 per Hour,292,1772,106.58,2989,2691,87.6,5493
Windows with SQL Standard,US West (Oregon),r3.2xlarge,$0.700 per Hour,321.2,2164,96.36,3253,4132,75.92,6453
Linux,US West (Oregon),c3.4xlarge,$0.840 per Hour,426.32,2608,152.57,4350,4063,131.4,8265
Linux,US West (Oregon),c3.2xlarge,$0.420 per Hour,213.16,1304,75.92,2170,2031,65.7,4132
RHEL,US West (Oregon),g2.2xlarge,$0.650 per Hour,346.02,2306,103.66,3478,6307,43.8,7410
Linux,US West (Oregon),m3.large,$0.140 per Hour,73,443,27.01,751,673,21.9,1373
RHEL,US West (Oregon),t2.medium,$0.052 per Hour,26.28,204,8.76,302,436,5.84,607
Windows,US West (Oregon),c3.4xlarge,$0.840 per Hour,426.32,2608,152.57,4350,4063,131.4,8265
SLES,US West (Oregon),i2.xlarge,$0.853 per Hour,309.52,1820,113.15,3114,2740,88.33,5564
RHEL,US West (Oregon),r3.large,$0.175 per Hour,80.3,541,24.09,813,1033,18.98,1613
SLES,US West (Oregon),t2.small,$0.026 per Hour,13.14,102,4.38,151,218,2.92,303
Windows with SQL Standard,US West (Oregon),m3.large,$0.140 per Hour,73,443,27.01,751,673,21.9,1373
Windows with SQL Web,US West (Oregon),r3.xlarge,$0.350 per Hour,160.6,1082,48.18,1626,2066,37.96,3226
Windows,US West (Oregon),r3.4xlarge,$1.400 per Hour,642.4,4328,192.72,6507,8264,151.84,12906
Windows,US West (Oregon),c4.large,$0.116 per Hour,62.78,327,27.01,638,597,16.79,1129
RHEL,US West (Oregon),c4.large,$0.116 per Hour,62.78,327,27.01,638,597,16.79,1129
RHEL,US West (Oregon),c3.large,$0.105 per Hour,53.29,326,18.98,542,508,16.06,1020
SLES,US West (Oregon),c4.xlarge,$0.232 per Hour,125.56,654,54.02,1276,1194,33.58,2258
Linux,US West (Oregon),m3.2xlarge,$0.560 per Hour,292,1772,106.58,2989,2691,87.6,5493
Linux,US West (Oregon),m3.xlarge,$0.280 per Hour,146,886,54.02,1503,1345,43.8,2746
Windows with SQL Standard,US West (Oregon),t2.medium,$0.052 per Hour,26.28,204,8.76,302,436,5.84,607
Windows,US West (Oregon),i2.4xlarge,$3.410 per Hour,1238.08,7280,453.33,12465,10960,351.86,22209
Windows with SQL Standard,US West (Oregon),m3.medium,$0.070 per Hour,36.5,222,13.14,372,337,10.95,687
RHEL,US West (Oregon),i2.2xlarge,$1.705 per Hour,619.04,3640,227.03,6237,5480,175.93,11104
Windows with SQL Standard,US West (Oregon),c3.xlarge,$0.210 per Hour,106.58,652,38.69,1093,1016,32.85,2066
Linux,US West (Oregon),c4.8xlarge,$1.856 per Hour,1004.48,5232,432.16,10208,9552,268.64,18064
Windows,US West (Oregon),hs1.8xlarge,$4.600 per Hour,1879.02,11213,671.6,18886,16924,554.8,34682
Windows with SQL Web,US West (Oregon),c3.xlarge,$0.210 per Hour,106.58,652,38.69,1093,1016,32.85,2066
RHEL,US West (Oregon),m3.xlarge,$0.280 per Hour,146,886,54.02,1503,1345,43.8,2746
Windows,US West (Oregon),r3.2xlarge,$0.700 per Hour,321.2,2164,96.36,3253,4132,75.92,6453
Linux,US West (Oregon),i2.xlarge,$0.853 per Hour,309.52,1820,113.15,3114,2740,88.33,5564
RHEL,US West (Oregon),i2.8xlarge,$6.820 per Hour,2476.16,14560,906.66,24931,21920,703.72,44418
Windows,US West (Oregon),i2.xlarge,$0.853 per Hour,309.52,1820,113.15,3114,2740,88.33,5564
Windows with SQL Web,US West (Oregon),i2.2xlarge,$1.705 per Hour,619.04,3640,227.03,6237,5480,175.93,11104
Windows,US West (Oregon),m3.2xlarge,$0.560 per Hour,292,1772,106.58,2989,2691,87.6,5493
Windows,US West (Oregon),m3.xlarge,$0.280 per Hour,146,886,54.02,1503,1345,43.8,2746
Windows with SQL Web,US West (Oregon),c3.4xlarge,$0.840 per Hour,426.32,2608,152.57,4350,4063,131.4,8265
Windows with SQL Standard,US West (Oregon),i2.xlarge,$0.853 per Hour,309.52,1820,113.15,3114,2740,88.33,5564
RHEL,US West (Oregon),r3.2xlarge,$0.700 per Hour,321.2,2164,96.36,3253,4132,75.92,6453
Windows with SQL Standard,US West (Oregon),c3.2xlarge,$0.420 per Hour,213.16,1304,75.92,2170,2031,65.7,4132
Windows,US West (Oregon),t2.medium,$0.052 per Hour,26.28,204,8.76,302,436,5.84,607
Linux,US West (Oregon),i2.2xlarge,$1.705 per Hour,619.04,3640,227.03,6237,5480,175.93,11104
Linux,US West (Oregon),r3.8xlarge,$2.800 per Hour,1284.8,8656,385.44,13015,16528,303.68,25812
Linux,US West (Oregon),r3.xlarge,$0.350 per Hour,160.6,1082,48.18,1626,2066,37.96,3226
Linux,US West (Oregon),i2.8xlarge,$6.820 per Hour,2476.16,14560,906.66,24931,21920,703.72,44418
Windows with SQL Standard,US West (Oregon),g2.2xlarge,$0.650 per Hour,346.02,2306,103.66,3478,6307,43.8,7410
Windows with SQL Web,US West (Oregon),i2.xlarge,$0.853 per Hour,309.52,1820,113.15,3114,2740,88.33,5564
Windows with SQL Standard,US West (Oregon),c4.large,$0.116 per Hour,62.78,327,27.01,638,597,16.79,1129
Windows with SQL Standard,US West (Oregon),m3.2xlarge,$0.560 per Hour,292,1772,106.58,2989,2691,87.6,5493
Windows with SQL Web,US West (Oregon),c4.4xlarge,$0.928 per Hour,502.24,2616,216.08,5104,4776,134.32,9032
SLES,US West (Oregon),m3.medium,$0.070 per Hour,36.5,222,13.14,372,337,10.95,687
RHEL,US West (Oregon),c3.2xlarge,$0.420 per Hour,213.16,1304,75.92,2170,2031,65.7,4132
SLES,US West (Oregon),c4.2xlarge,$0.464 per Hour,251.12,1308,108.04,2552,2388,67.16,4516
RHEL,US West (Oregon),m3.2xlarge,$0.560 per Hour,292,1772,106.58,2989,2691,87.6,5493
Linux,US West (Oregon),c4.4xlarge,$0.928 per Hour,502.24,2616,216.08,5104,4776,134.32,9032
Linux,Asia Pacific (Singapore),m2.4xlarge,$1.183 per Hour,432.16,1970,208.78,4385,2954,166.44,8409
RHEL,Asia Pacific (Singapore),t1.micro,$0.020 per Hour,11.68,62,5.84,129,100,5.84,291
SLES,Asia Pacific (Singapore),c1.xlarge,$0.655 per Hour,356.24,1771,160.6,3624,2675,141.62,7306
Windows with SQL Standard,Asia Pacific (Singapore),m1.medium,$0.117 per Hour,56.94,270,25.55,565,423,20.44,1089
SLES,Asia Pacific (Singapore),c1.medium,$0.164 per Hour,89.06,443,40.15,906,669,35.77,1839
RHEL,Asia Pacific (Singapore),m1.xlarge,$0.467 per Hour,227.76,1079,101.47,2250,1694,80.3,4309
SLES,Asia Pacific (Singapore),m2.xlarge,$0.296 per Hour,108.04,493,51.83,1092,739,41.61,2102
Linux,Asia Pacific (Singapore),t1.micro,$0.020 per Hour,11.68,62,5.84,129,100,5.84,291
Windows with SQL Standard,Asia Pacific (Singapore),c1.medium,$0.164 per Hour,89.06,443,40.15,906,669,35.77,1839
RHEL,Asia Pacific (Singapore),m2.2xlarge,$0.592 per Hour,216.08,985,104.39,2192,1477,83.22,4204
Windows,Asia Pacific (Singapore),c1.xlarge,$0.655 per Hour,356.24,1771,160.6,3624,2675,141.62,7306
Windows with SQL Standard,Asia Pacific (Singapore),m1.large,$0.233 per Hour,113.88,539,50.37,1120,847,40.15,2154
Linux,Asia Pacific (Singapore),m1.large,$0.233 per Hour,113.88,539,50.37,1120,847,40.15,2154
Windows with SQL Web,Asia Pacific (Singapore),m1.medium,$0.117 per Hour,56.94,270,25.55,565,423,20.44,1089
Linux,Asia Pacific (Singapore),m1.small,$0.058 per Hour,28.47,135,13.14,286,212,10.22,545
SLES,Asia Pacific (Singapore),m1.xlarge,$0.467 per Hour,227.76,1079,101.47,2250,1694,80.3,4309
Windows,Asia Pacific (Singapore),m1.large,$0.233 per Hour,113.88,539,50.37,1120,847,40.15,2154
RHEL,Asia Pacific (Singapore),m1.small,$0.058 per Hour,28.47,135,13.14,286,212,10.22,545
Windows with SQL Standard,Asia Pacific (Singapore),m2.2xlarge,$0.592 per Hour,216.08,985,104.39,2192,1477,83.22,4204
Windows with SQL Standard,Asia Pacific (Singapore),m1.xlarge,$0.467 per Hour,227.76,1079,101.47,2250,1694,80.3,4309
SLES,Asia Pacific (Singapore),m1.medium,$0.117 per Hour,56.94,270,25.55,565,423,20.44,1089
RHEL,Asia Pacific (Singapore),c1.xlarge,$0.655 per Hour,356.24,1771,160.6,3624,2675,141.62,7306
Windows with SQL Web,Asia Pacific (Singapore),t1.micro,$0.020 per Hour,11.68,62,5.84,129,100,5.84,291
Windows with SQL Web,Asia Pacific (Singapore),m2.2xlarge,$0.592 per Hour,216.08,985,104.39,2192,1477,83.22,4204
SLES,Asia Pacific (Singapore),m2.2xlarge,$0.592 per Hour,216.08,985,104.39,2192,1477,83.22,4204
Windows,Asia Pacific (Singapore),m1.xlarge,$0.467 per Hour,227.76,1079,101.47,2250,1694,80.3,4309
Windows with SQL Web,Asia Pacific (Singapore),c1.medium,$0.164 per Hour,89.06,443,40.15,906,669,35.77,1839
Windows,Asia Pacific (Singapore),t1.micro,$0.020 per Hour,11.68,62,5.84,129,100,5.84,291
Linux,Asia Pacific (Singapore),c1.medium,$0.164 per Hour,89.06,443,40.15,906,669,35.77,1839
Windows with SQL Standard,Asia Pacific (Singapore),t1.micro,$0.020 per Hour,11.68,62,5.84,129,100,5.84,291
RHEL,Asia Pacific (Singapore),c1.medium,$0.164 per Hour,89.06,443,40.15,906,669,35.77,1839
Windows,Asia Pacific (Singapore),m2.2xlarge,$0.592 per Hour,216.08,985,104.39,2192,1477,83.22,4204
RHEL,Asia Pacific (Singapore),m1.medium,$0.117 per Hour,56.94,270,25.55,565,423,20.44,1089
Windows with SQL Web,Asia Pacific (Singapore),c1.xlarge,$0.655 per Hour,356.24,1771,160.6,3624,2675,141.62,7306
